product_name,price,rating,rating_count,robot_type,height,battery_life,noise_level,features,smart_home_ecosystem,manufacturer,suction_power,dust_capacity,water_capacity,suitable_surfaces,max_threshold,room_area,battery_life_spec,charging_time,battery_type,battery_capacity,Model  Model name,Smart home features  Smart Home,Product dimensions  Weight,color
iRobot Roomba Combo i5_226.0,226.0,4.6,16,Vacuum mopping robot,16.5,60.0,,Carpet detection|Programmable room boundary|Staircase safe,Amazon Alexa|Apple Siri|Google Assistant|IFTTT|Swisscom HOME App,iRobot,,0.39,0.21,Carpet|Laminate|Parquet flooring|Stone|Tiles,16.0,55.0,60.0,90.0,Li-ion,1850.0,Roomba Combo i5+,Compatible,3.20 kg,"Black, Gray, Grey"
iRobot Roomba Combo i5_329.0,329.0,,49,Vacuum mopping robot,92.0,,,,Google Assistant,iRobot,,0.28,0.28,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,,,,,Li-ion,,Roomba Combo i5+,Compatible,3.20 kg,"Black, Grey"
Liectroux V3SPro,309.0,,49,Vacuum mopping robot,7.8,100.0,50.0,Infrared sensor|Programmable room boundary,Amazon Alexa|Google Assistant,Liectroux,4000.0,0.6,0.3,Carpet|Hard floor|Tiles|Wood,15.0,,100.0,,Li-ion,4400.0,,Compatible,3 kg,"Black, Silver"
Rowenta RR8275 Xplorer Series 45 AQUA,286.0,,49,Vacuum mopping robot,8.0,150.0,70.0,Infrared sensor,Amazon Alexa|Google Assistant,Rowenta,,0.44,0.11,Carpet|Hard floor,15.0,,150.0,360.0,Li-ion,,,Compatible,3.60 kg,Black
Rowenta RR 7865 WH Xplorer Robot Vacuum Cleaner,399.0,5.0,1,Vacuum mopping robot,9.7,120.0,65.0,Programmable room boundary,Amazon Alexa|Google Assistant,Rowenta,2700.0,0.7,,Carpet|Hard floor,,,120.0,180.0,Li-ion,,,Compatible,3.86 kg,Black
Xiaomi Mi Mop 2 Pro_297.0,297.0,4.5,46,Robot vacuum,9.65,180.0,58.0,Laser navigation,Amazon Alexa,Xiaomi,3000.0,0.45,0.25,Hard floor|Parquet flooring|Tiles,20.0,,180.0,180.0,Li-ion,5200.0,,Compatible,3.60 kg,White
Xiaomi Mi Mop 2 Pro_379.0,379.0,4.5,46,Vacuum mopping robot,9.65,180.0,,Laser navigation,Amazon Alexa|Google Assistant,Xiaomi,3000.0,0.45,0.27,Carpet|Hard floor|Parquet flooring|Tiles,20.0,,180.0,,Li-ion,5200.0,,Compatible,3.60 kg,Black
AEG AR71HW1DG 900402279,638.0,,46,Vacuum mopping robot,10.0,175.0,72.0,,Amazon Alexa|Google Assistant,AEG,4000.0,0.28,,,20.0,140.0,175.0,360.0,Li-ion,3200.0,,Compatible,,"Black, Gray, Grey"
Airrobo Robot Vacuum Cleaner P30,155.0,,46,Vacuum mopping robot,7.8,164.0,70.0,,Amazon Alexa|Google Assistant,Airrobo,3000.0,0.31,0.26,Carpet|Ceramic|Wood,20.0,,164.0,360.0,Li-ion,2600.0,,Compatible,2.84 kg,Black
Mova E20_249.0,249.0,,1,Vacuum mopping robot,9.6,260.0,,Obstacle detector,Amazon Alexa|Apple Siri|Google Assistant,Mova,5000.0,0.33,0.25,,18.0,175.0,260.0,,,3200.0,,Compatible,2.80 kg,White
Mova E20_150.0,150.0,,46,Robot vacuum,9.6,260.0,,Base station,Amazon Alexa|Apple Siri|Google Assistant,Mova,5000.0,0.33,0.25,,18.0,,260.0,,,3200.0,,Compatible,2.80 kg,White
EZVIZ RE5 -,240.0,,46,Vacuum mopping robot,9.5,220.0,74.0,Base station|Camera function|Laser navigation|Obstacle detector|Staircase safe,Amazon Alexa,EZVIZ,4000.0,0.35,0.3,Carpet|Hard floor|Laminate|Linoleum,20.0,300.0,220.0,300.0,Li-ion,5200.0,,Compatible,3.60 kg,"Black, White"
Lubluelu SL60 Plus,332.0,,46,Vacuum mopping robot,9.4,120.0,55.0,,Tuya,Lubluelu,4000.0,0.2,0.25,,,,120.0,300.0,,2600.0,,Compatible,7.90 kg,Black
Eureka E20 plus Black,462.0,,46,,,,,,,Eureka,,,,,,,,,,,,,,
"iRobot I115640 robot vacuum 0.4 L Bagless Black, Grey",349.0,,46,Robot vacuum,9.25,,,Programmable room boundary|Staircase safe,Amazon Alexa|Google Home,iRobot,,0.4,,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,,,,,Li-ion,,Roomba i1,Compatible,3.18 kg,"Black, Gray, Grey"
Midea I5C,235.0,3.6,7,Vacuum mopping robot,8.3,120.0,70.0,Independent emptying,Apple Home,Midea,4000.0,0.25,0.25,Carpet|Hard floor|Laminate|Linoleum|Tiles|Wood,16.0,120.0,120.0,120.0,Li-ion,2600.0,,Compatible,3 kg,"Black, White"
Profi-Care PC-BSR 3108 Robot Vacuum and Mop Black Remote-controlled,1592.0,,7,Vacuum mopping robot,8.5,120.0,61.0,,,Profi-Care,,,,Carpet|Hard floor,,,120.0,360.0,Li-ion,2600.0,,Compatible,2.80 kg,Black
"Lenovo Vacuum cleaner - robot T1S Pro with self-cleaning station, Black",389.0,,7,Vacuum mopping robot,9.8,150.0,65.0,Base station,Google Assistant,Lenovo,,0.4,0.4,,,,150.0,240.0,,5200.0,,Compatible,2.05 kg,"Black, Gold"
Zaco A10,268.0,3.0,1,Vacuum mopping robot,9.5,120.0,65.0,Infrared sensor|Laser navigation,Amazon Alexa|Google Assistant,Zaco,,0.45,0.3,Carpet|Hard floor,,,120.0,350.0,Li-ion,2400.0,,Compatible,2.65 kg,Grey
Liectroux XR500,399.0,,1,Vacuum mopping robot,9.6,120.0,,,Amazon Alexa|Google Assistant,Liectroux,6500.0,0.6,0.36,Carpet|Hard floor|Tiles|Wood,18.0,150.0,120.0,,Lithium,3000.0,,Compatible,2.70 kg,"Black, Silver"
Nedis TP-Link Tapo RV10 Plus - Robotický vysavač s mopem + chytrá nabíjecí stanice s automatickým vyprazd,329.0,5.0,1,Vacuum mopping robot,7.85,180.0,53.0,,Amazon Alexa,Nedis,,350.0,,Carpet|Wood,20.0,,180.0,190.0,Li-ion,,,Compatible,6.83 kg,White
"eufy G50 Robot vacuum cleaner, with 4,000 PA powerful suction, dynamic navigation and pro-developing",175.0,,1,Robot vacuum,8.1,120.0,55.0,,Amazon Alexa|Google Assistant,eufy,4000.0,0.6,,,,,120.0,,,,,Compatible,,Black
"Evolveo SALENTE R2, robotický vysavač (stírání vodou a nabíjecí stanice)",119.0,,1,Robot vacuum,7.4,110.0,65.0,,Amazon Alexa|Google Assistant,Evolveo,,0.25,,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Wood,,,110.0,,Li-ion,2500.0,,Compatible,2.50 kg,Black
Cleanmate LDS800,419.0,,1,Robot vacuum,,150.0,65.0,,Amazon Alexa|Google Assistant,Cleanmate,3000.0,0.35,0.3,,,,150.0,240.0,Li-ion,5200.0,,Compatible,3.50 kg,Black
Rowenta RR9075WH,429.0,,1,Vacuum mopping robot,8.0,120.0,60.0,,Amazon Alexa|Google Assistant,Rowenta,4000.0,0.5,0.1,,,,120.0,180.0,Li-ion,,,Compatible,3.65 kg,Black
Rowenta RR9177WH,349.0,,1,Robot vacuum,9.5,120.0,70.0,,,Rowenta,4000.0,0.35,,,,,120.0,,Li-ion,,,Compatible,3.66 kg,White
"Midea Hoover - Robot M7, black",253.0,,1,Vacuum mopping robot,9.7,120.0,55.0,Laser navigation|Programmable room boundary,Amazon Alexa|Google Home,Midea,1700.0,0.45,0.45,Universal,,160.0,120.0,150.0,Li-ion,3600.0,,Compatible,3.40 kg,Black
eufy Clean RoboVac LR30 Hybrid EU,329.0,,1,Vacuum mopping robot,10.0,145.0,62.0,,Amazon Alexa|Google Assistant,eufy Clean,3000.0,0.33,0.2,Hard floor,20.0,,145.0,,,,,Compatible,,"Black, Blue"
Shark Robot Vacuum Cleaner RV2001EU,489.0,,1,Robot vacuum,8.0,90.0,,Programmable room boundary,Amazon Alexa|Google Assistant,Shark,,0.31,,Carpet|Hard floor|Laminate|Parquet flooring|Wood,,,90.0,360.0,Li-ion,,,Compatible,5 kg,Grey
Dreame D10s,266.0,4.5,48,Vacuum mopping robot,9.68,280.0,63.0,,Amazon Alexa|Apple Siri|Google Assistant,Dreame,5000.0,0.57,0.24,Carpet|Laminate|Parquet flooring|Tiles,,,280.0,360.0,,5200.0,Dreame L10s,Compatible,3.60 kg,White
eufy Clean X8 Pro EU Version,388.0,,48,Robot vacuum,13.0,180.0,58.0,,Amazon Alexa|Google Assistant,eufy,4000.0,0.27,0.27,Universal,,,180.0,,,5200.0,,Compatible,5.40 kg,Black
Midea M9 Robot Vacuum Cleaner,419.0,,48,Robot vacuum,9.7,,,,,Midea,4000.0,0.25,0.22,,20.0,,,,Li-ion,5200.0,,Compatible,,"Black, Blue, White"
ETA Aron_333.0,333.0,,86,Vacuum mopping robot,7.2,120.0,72.0,Base station,,ETA,,0.3,0.3,Carpet|Tiles,15.0,,120.0,360.0,Li-ion,2400.0,,Compatible,3.37 kg,White
ETA Aron_252.0,252.0,,48,Vacuum mopping robot,7.2,120.0,72.0,Programmable room boundary,,ETA,,0.3,0.3,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Wood,,,120.0,300.0,Li-ion,2400.0,,Compatible,3.30 kg,"Black, Silver"
AEG AR71UW2SW 900402282,516.05,,48,,,,,,,AEG,,,,,,,,,,,,,,
"Ecovacs DEEBOT T50 MAX PRO OMNI (schwarz, inkl. OMNI-Station)",957.0,,48,Robot vacuum,,,,,Amazon Alexa|Google Assistant,Ecovacs,18500.0,3.0,4.0,Carpet,20.0,,,,,5200.0,,Compatible,,Black
AEG AR61UD1UG,272.0,,48,Robot vacuum,7.8,120.0,72.0,,Amazon Alexa|Google Assistant,AEG,,0.4,,,,84.0,120.0,240.0,Li-ion,2600.0,,Compatible,,"Black, Gray, Grey"
Mamibot VSLAM Robot Vacuum Cleaner Bagless,258.0,3.0,1,Robot vacuum,8.1,120.0,55.0,Base station,Amazon Alexa|Google Assistant,Mamibot,2000.0,0.6,0.37,Carpet|Hard floor,,,120.0,240.0,Li-ion,2600.0,,Compatible,3 kg,Black
Onson BR152,269.0,,1,Robot vacuum,7.4,100.0,,Obstacle detector,Amazon Alexa,Onson,1499.0,0.2,0.23,Carpet|Hard floor,15.0,,100.0,300.0,Lithium,2500.0,,Compatible,,Black
Zeegma Zonder Robo Vision,182.0,,1,,7.6,120.0,50.0,Camera function,,Zeegma,,0.6,,,,,120.0,,,,,,5 kg,"Black, Blue"
Midea M7 Pro,406.0,4.0,1,Vacuum mopping robot,9.7,120.0,70.0,Laser navigation,Amazon Alexa|Google Home,Midea,4000.0,0.43,0.23,Tiles,22.0,140.0,120.0,180.0,Li-ion,5200.0,,Compatible,4.40 kg,Black
Electrolux ER61UW1DG,419.0,,1,Robot vacuum,7.8,120.0,72.0,Automatic power adjustment,,Electrolux,,0.22,,,15.0,,120.0,,Li-ion,,,Compatible,2.90 kg,"Dark grey, Grey"
Extel Floor 450 autonomous Wi-Fi robotic cleaner with cable and luchtreiniger,409.0,,1,Robot vacuum,,120.0,,,,Extel,,,,,,70.0,120.0,,,,,,,
Dreame X30 Ultra,1116.0,,1,Vacuum mopping robot,9.7,180.0,60.0,Automatic dust emptying|Independent emptying|Obstacle detector,Amazon Alexa|Google Assistant,Dreame,8300.0,3.5,4.5,Carpet|Hard floor,20.0,243.0,180.0,,,6400.0,,Compatible,,Black
Evolveo ROB RTX-H6 robot vacuum 0.3 L Bagless White,164.0,,1,Vacuum mopping robot,7.0,110.0,65.0,Base station,,Evolveo,,0.3,0.3,,,,110.0,180.0,,2600.0,,,2 kg,White
"Cecotec Vacuum cleaner - robot Conga 3790, Black",359.0,,1,Vacuum mopping robot,9.5,150.0,64.0,Laser navigation,Amazon Alexa|Google Assistant,Cecotec,2300.0,0.3,0.3,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,,,150.0,2.5,Li-ion,3200.0,,Compatible,3.90 kg,Black
iRobot Roomba s9,875.0,4.3,277,Robot vacuum,9.0,120.0,60.0,Obstacle detector|Programmable room boundary|Staircase safe,Amazon Alexa|Google Assistant|IFTTT,iRobot,,0.55,,Carpet|Hard floor|Tiles,16.0,220.0,120.0,120.0,Li-ion,3300.0,Roomba s9+,Compatible,12 kg,Black
Hoover HG430H 011,309.0,,277,Robot vacuum,9.9,120.0,65.0,,,Hoover,,0.26,,,,,120.0,270.0,Li-ion,,,Compatible,2.60 kg,"Black, Blue"
iRobot Roomba 966 - Robot vacuum cleaner,649.0,,277,Robot vacuum,33.0,,,,,iRobot,,0.6,,,,,,,,,,,,"Black, Black/silver coloured"
Tesla robot vacuum cleaner robot vacuum laser,337.0,,277,Vacuum mopping robot,7.6,140.0,65.0,Laser navigation,Amazon Alexa|Google Assistant,Tesla,,0.6,0.35,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Tiles|Wood,15.0,,140.0,360.0,,3000.0,,Compatible,2.20 kg,White
eufy Clean L35 Robot Vacuum Cleaner and Mop Black,310.0,,277,Vacuum mopping robot,13.9,145.0,62.0,,Amazon Alexa|Google Assistant,eufy Clean,,0.32,0.2,,20.0,,145.0,240.0,Li-ion,3200.0,,Compatible,6.90 kg,Black
Philips 7000 series XU7000/01,431.0,3.0,2,Vacuum mopping robot,9.7,180.0,65.0,Infrared sensor,Amazon Alexa,Philips,5000.0,0.24,24.0,Carpet|Laminate|Parquet flooring|Tiles,20.0,,180.0,300.0,Li-ion,5200.0,,Compatible,39 kg,"Black, Gold, Jet Black"
"Kärcher Karcher RC-3 Robot dust cleaner robot vacuum cleaner with app.Operation, 14.8 Volt, 71 dB (A)",529.0,,2,,,,71.0,,,Kärcher,,,,,,,,,,,,,,
TP-Link TAPO RV10 PLUS - - Robot hoover with mop,369.0,,2,Robot vacuum,,,53.0,,,TP-Link,27000.0,4.0,,Carpet|Hard floor,,,,,,,,Compatible,,
V-TAC VT5522 Vacuum Cleaner with Remote Control Black,201.0,,2,,7.62,,,,,V-TAC,,,,,,,,,Li-ion,2000.0,,,,Black
"Aeno White, Laser Robot Vacuum cleaner with 5200mAh battery,300ml dustbin, 300ml water tank. Self Empty S",463.0,5.0,1,Vacuum mopping robot,9.6,250.0,68.0,,,Aeno,4000.0,0.3,0.3,,,,250.0,270.0,Li-ion,8000.0,,Compatible,2.70 kg,White
Zaco A11s Pro,420.0,,1,Vacuum mopping robot,9.5,150.0,72.0,Camera function|Infrared sensor|Laser navigation,,Zaco,4000.0,0.3,0.25,Carpet|Parquet flooring|Tiles|Vinyl,,250.0,150.0,300.0,,5200.0,,Compatible,3.45 kg,Black
Severin RB7023 Robot Vacuum Cleaner Chill black / grey,919.0,,1,Robot vacuum,,90.0,65.0,Base station,,Severin,,0.4,,Carpet|Hard floor,,,90.0,390.0,Li-ion,1300.0,,,1.45 kg,"Black, Charcoal, Grey"
Rowenta RR8277WH,300.0,,1,Vacuum mopping robot,8.0,150.0,70.0,,Amazon Alexa|Google Assistant,Rowenta,,0.44,,Carpet|Hard floor|Parquet flooring|Tiles,15.0,90.0,150.0,360.0,Li-ion,,,Compatible,3.60 kg,White
ETA Leone Pro,259.0,,1,Robot vacuum,,235.0,,,,ETA,5000.0,5.0,0.42,Carpet|Parquet flooring,,70.0,235.0,,Li-ion,,,,,
Neato Botvac D7 Connected,240.0,4.3,112,Robot vacuum,10.0,120.0,70.0,Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Neato Robotics,,0.7,,Carpet|Hard floor,,,120.0,150.0,Li-ion,4200.0,,Compatible,3.40 kg,"Black, Grey, Silver"
Ecovacs Deebot Robot Vacuum Cleaner N20e PLUS white,333.0,,112,Robot vacuum,,,,,,Ecovacs,,,,,,,,,,,,,,White
"Concept Dust blower - robot VR2020, Gray",245.0,,112,Vacuum mopping robot,8.0,120.0,65.0,Programmable room boundary,,Concept,2200.0,0.6,0.1,Carpet,,,120.0,240.0,Li-ion,2600.0,,Compatible,3 kg,White
Hoover HG5 PRO Robot Vacuum Cleaner with Mapping,277.0,,112,Robot vacuum,10.3,90.0,68.0,Programmable cleaning schedules|Staircase safe,,Hoover,2300.0,0.2,0.2,Carpet|Hard floor,17.0,,90.0,240.0,Li-ion,2600.0,,Compatible,2.93 kg,"Black, Light grey"
Rowenta Smart Force Explorer Series 40 Allergy Connect RR7245WH - Robotstofzuiger met dweilfunctie,279.0,,112,Vacuum mopping robot,32.5,150.0,66.0,Base station,,Rowenta,,0.44,,,,,150.0,360.0,Li-ion,,,,0.18 kg,Black
Kärcher Robot sprzątający KARCHER RCV 5 Comfort - 1.269-650.0,799.0,,112,Vacuum mopping robot,9.7,120.0,66.0,,,Kärcher,,0.35,,Carpet|Hard floor,2.0,85.0,120.0,360.0,Li-ion,,,Compatible,3.90 kg,White
Airrobo T20+,588.82,,112,Vacuum mopping robot,9.4,180.0,68.0,,Amazon Alexa,Airrobo,2600.0,0.35,0.35,Carpet|Hard floor|Tiles|Wood,20.0,,180.0,240.0,Li-ion,3200.0,,Compatible,3.80 kg,Black
Niceboy Robot hoover ION Charles i8 2-i-1 Robotstøvsuger og Gulvvasker,289.0,,112,Robot vacuum,7.6,120.0,65.0,Infrared sensor,Google Assistant,Niceboy,,0.35,0.26,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Wood,,,120.0,300.0,Li-ion,2600.0,,Compatible,,Black
V-TAC VT5522 Vacuum Cleaner with Remote Control White and Blue,2318.0,,112,,7.62,,,,,V-TAC,,,,,,,,,Li-ion,2000.0,,,,"Blue, White"
ETA Falco Smart,259.0,,112,Vacuum mopping robot,7.8,120.0,72.0,Programmable room boundary,,ETA,,0.6,,Carpet,10.0,,120.0,300.0,Li-ion,2400.0,,Compatible,4.30 kg,"Black, Stainless steel"
Tesla Inteligentny Robot Sprzątający Tsl-Vc-Ai200,342.0,,112,Vacuum mopping robot,9.8,130.0,,Obstacle detector|Programmable room boundary,Amazon Alexa|Google Assistant,Tesla,3000.0,0.6,0.35,,,,130.0,360.0,,3000.0,,Compatible,3 kg,Black
Neabot Q11,489.0,2.0,1,Robot vacuum,,,,,,Neabot,,,,,,,,,,,,,,White
Bagotte BG800MAX,459.0,,1,Vacuum mopping robot,7.3,150.0,50.0,,Amazon Alexa|Google Assistant,Bagotte,3000.0,0.5,0.3,Carpet|Hard floor|Tiles|Wood,,100.0,150.0,360.0,Li-ion,3200.0,,Compatible,,Black
Livoo Robot vacuum cleaner_258.0,258.0,,1,Vacuum mopping robot,8.5,120.0,68.0,Base station,Amazon Alexa|Google Assistant,Livoo,1800.0,0.3,0.3,,,,120.0,,Li-ion,2600.0,,Compatible,3.37 kg,Black
Livoo Robot vacuum cleaner_7390.0,739.0,3.5,4,Vacuum mopping robot,8.0,70.0,67.0,Programmable room boundary,,Livoo,800.0,0.5,0.5,Carpet|Hard floor,10.0,,70.0,240.0,Lithium,1800.0,,,1.41 kg,White
Proscenic Q8 Max,239.0,2.0,1,Vacuum mopping robot,9.7,200.0,60.0,Automatic dust emptying|Laser navigation,Amazon Alexa|Google Assistant,Proscenic,4200.0,0.35,0.25,,,230.0,200.0,,,3200.0,,Compatible,,Black
Bagotte BG 800,349.0,,1,Vacuum mopping robot,,,55.0,Removable water tank,Amazon Alexa|Google Assistant,Bagotte,2200.0,,,Carpet,15.0,,,,,,,Compatible,,Black
Midea Robot vacuum cleaner M6,109.0,1.0,1,Robot vacuum,9.7,120.0,70.0,Base station,,Midea,,0.6,0.25,Carpet|Hard floor|Laminate|Linoleum|Parquet flooring|Vinyl|Wood,,,120.0,120.0,Li-ion,3350.0,,Compatible,3 kg,White
